MetNum_that_touches 	 number_of_touchPoints 	 total_touching_volume 	 total_touching_surface_area/2
25157 	 1 	 6990.2268 	 1410.5154
25164 	 9 	 24794.0641 	 4920.0685
25193 	 1 	 12397.0321 	 2243.0907
25209 	 2 	 44104.0829 	 5553.4536
25217 	 2 	 44683.3835 	 8568.0426
25221 	 4 	 347.5803 	 139.431
25242 	 5 	 36650.4157 	 7606.2299
25274 	 1 	 4595.7845 	 922.3512
25288 	 10 	 60092.7785 	 10667.2075
25299 	 9 	 17185.9167 	 3151.6681
25300 	 10 	 39740.0187 	 5801.1036
25367 	 17 	 49086.0678 	 9935.0695
25381 	 4 	 9346.0491 	 1920.3463
25407 	 2 	 71408.4495 	 8926.7555
25408 	 2 	 24639.584 	 3583.0471
25421 	 24 	 14752.8544 	 4409.9268
25455 	 2 	 115.8601 	 48.7113
25460 	 8 	 17263.1568 	 3863.2142
25463 	 186 	 347657.578 	 71945.0356
25465 	 2 	 965.5009 	 331.2682
25475 	 2 	 1892.3818 	 451.3425
25504 	 10 	 21163.7806 	 3553.6415
25510 	 10 	 10890.8506 	 2715.8357
25522 	 67 	 135710.812 	 29091.6202
25528 	 1 	 5599.9055 	 990.2494
25556 	 9 	 29969.1492 	 4642.1989
25576 	 3 	 4866.1247 	 1074.6606
25583 	 3 	 61019.6594 	 7179.4792
25584 	 3 	 99292.1166 	 10923.4935
25589 	 90 	 292701.265 	 54633.3499
25604 	 4 	 8921.2287 	 1915.2372
25614 	 1 	 23133.4025 	 2846.9202
25638 	 9 	 17533.4971 	 3888.8077
25645 	 7 	 3823.3837 	 1167.214
25648 	 26 	 7144.707 	 2468.6593
25672 	 1 	 6449.5463 	 1112.0911
25734 	 2 	 579.3006 	 205.6179
25759 	 1911 	 7255816.8 	 1245496.41
25773 	 1 	 38.62 	 17.2921
25823 	 1 	 7376.4272 	 1354.8398
25843 	 12 	 53372.8919 	 9435.3553
25870 	 1 	 231.7202 	 92.7206
25894 	 1 	 5599.9055 	 1030.0791
25904 	 32 	 38426.9374 	 8168.9578
25979 	 1 	 1660.6616 	 472.2138
25981 	 2 	 77.2401 	 34.5843
25984 	 3 	 49742.6084 	 6063.5106
26012 	 3 	 193.1002 	 83.1388
26020 	 806 	 1154430.16 	 264323.088
26021 	 2 	 424.8204 	 161.9749
26026 	 4 	 30432.5896 	 4068.8368
26029 	 4 	 61792.0601 	 9494.276
26065 	 13 	 115975.973 	 14906.6601
26094 	 9 	 26454.7257 	 5884.9833
26096 	 1 	 1506.1815 	 442.4397
26107 	 1 	 5368.1852 	 1511.6881
26122 	 1 	 3089.603 	 589.7958
26136 	 290 	 504648.031 	 108662.282
26165 	 3 	 4248.2041 	 799.185
26187 	 4 	 3166.8431 	 834.6931
26197 	 5 	 30896.0301 	 4927.0508
26224 	 4 	 4827.5047 	 970.7794
26230 	 13 	 33908.393 	 5913.3583
26233 	 205 	 611084.855 	 112732.53
26235 	 1 	 579.3006 	 168.3
26236 	 8 	 2780.6427 	 904.3469
26262 	 2 	 772.4008 	 241.9705
26280 	 4 	 57775.5762 	 7903.591
26315 	 2 	 37191.0962 	 6057.8498
26333 	 1 	 463.4405 	 154.5931
26343 	 9 	 3591.6635 	 1188.5944
26352 	 20 	 70751.9089 	 12643.0207
26377 	 3 	 25373.3647 	 4277.2546
26378 	 43 	 158264.914 	 29247.1811
26383 	 10 	 11779.1115 	 2592.6123
26390 	 1 	 3437.1833 	 754.9947
26409 	 1 	 11354.2911 	 1594.5117
26410 	 3 	 656.5406 	 232.1579
26427 	 245 	 405085.574 	 80235.8404
26428 	 1 	 34912.514 	 5030.9622
26435 	 9 	 315873.287 	 37159.96
26467 	 11 	 32749.7919 	 6258.7035
26472 	 1 	 109835.387 	 12031.3926
26493 	 5 	 10620.5103 	 1510.6734
26495 	 1 	 7762.6276 	 1183.1465
26503 	 25 	 54492.873 	 11031.3861
26521 	 6 	 16529.3761 	 2254.4277
26594 	 122 	 178849.394 	 36091.3416
26598 	 1 	 1158.6011 	 368.1418
26607 	 4 	 13439.7731 	 2616.1465
26678 	 4 	 10659.1304 	 2296.4634
26748 	 2 	 13555.6332 	 2923.663
26815 	 1 	 9152.9489 	 1644.0687
26840 	 5 	 3050.983 	 809.9778
26859 	 3 	 5252.3251 	 1447.2885
26861 	 1 	 27072.6463 	 3815.7946
26916 	 6 	 54917.6934 	 7380.7804
26922 	 2 	 27149.8864 	 3474.952
26969 	 8 	 6024.7259 	 1429.9381
26989 	 1 	 21743.0812 	 3564.2674
26993 	 4 	 2896.5028 	 796.4567
27008 	 5 	 31398.0906 	 4643.79
27016 	 1 	 25411.9847 	 3444.248
27022 	 1 	 11933.5916 	 1502.9819
27024 	 4 	 811.0208 	 313.4789
27064 	 3 	 36843.5159 	 4497.3308
27076 	 1 	 2471.6824 	 600.2463
27078 	 4 	 7878.4877 	 1923.6256
27114 	 5 	 48429.5271 	 6679.0637
27115 	 21 	 49086.0678 	 9686.6595
27144 	 10 	 163053.799 	 28268.1355
27154 	 3 	 17340.3969 	 2767.3072
27187 	 104 	 147991.984 	 31806.3438
27202 	 1 	 38.62 	 17.2921
27215 	 2 	 14096.3137 	 1680.4884
27314 	 29 	 150463.666 	 26574.5908
27343 	 5 	 18885.1984 	 3457.3961
27346 	 45 	 52832.2114 	 13302.6209
27371 	 4 	 77008.3549 	 12142.0424
27387 	 3 	 25991.2853 	 3119.7308
27395 	 3 	 17610.7371 	 3267.0716
27423 	 50 	 170159.886 	 26975.9949
27424 	 10 	 15795.5954 	 3014.1303
27431 	 2 	 2973.7429 	 857.0031
27435 	 14 	 20275.5197 	 4826.5091
27440 	 189 	 409372.398 	 79921.0186
27462 	 329 	 432389.941 	 98399.852
27484 	 2 	 19348.6388 	 2581.1155
27489 	 7 	 4595.7845 	 1331.1485
27511 	 6 	 41323.4402 	 7292.3477
27515 	 1 	 1274.4612 	 323.0056
27547 	 1 	 7492.2873 	 1356.3011
27548 	 1 	 1853.7618 	 467.0331
27588 	 1 	 19464.4989 	 2977.1023
27599 	 2 	 16413.516 	 3148.2034
27600 	 2 	 31668.4308 	 5100.8467
27635 	 1 	 1042.741 	 317.0553
27645 	 3 	 4479.9244 	 1052.7236
27649 	 6 	 29235.3685 	 4994.5733
27731 	 11 	 75695.2737 	 12283.325
27739 	 11 	 55805.9543 	 9703.728
27761 	 1 	 656.5406 	 192.2626
27764 	 1 	 9268.809 	 1745.4453
27766 	 1 	 4711.6446 	 979.9317
27772 	 7 	 6256.4461 	 1615.4208
27776 	 26 	 100412.098 	 18750.6843
27781 	 2 	 6719.8865 	 1418.1655
27790 	 435 	 1706619.46 	 299797.386
27791 	 10 	 15911.4555 	 3595.9939
27834 	 5 	 8226.068 	 1863.7949
27910 	 4 	 20661.7201 	 3644.3809
27944 	 1 	 7028.8468 	 1236.122
27967 	 214 	 338002.569 	 75043.4311
27990 	 1 	 11161.1909 	 1917.47
28004 	 16 	 10774.9905 	 3230.0278
28018 	 1 	 24176.1435 	 3026.1571
28051 	 1 	 49703.9884 	 5125.834
28057 	 6 	 8921.2287 	 1948.6983
28073 	 13 	 15023.1946 	 3668.9328
28081 	 24 	 61598.96 	 10958.0828
28100 	 39 	 422773.551 	 62034.5281
28105 	 2 	 4866.1247 	 1066.3892
28112 	 1 	 8921.2287 	 1842.7801
28127 	 1 	 5484.0453 	 940.6272
28139 	 24 	 122193.799 	 19750.6858
28140 	 1 	 18267.2778 	 2613.0776
28315 	 14 	 217778.392 	 29988.9805
28324 	 1 	 32749.7919 	 3236.7647
28410 	 1 	 2896.5028 	 601.3729
28411 	 234 	 483291.15 	 102670.12
28451 	 1 	 23249.2626 	 3050.8598
28480 	 16 	 55999.0545 	 9598.485
28553 	 1 	 12397.0321 	 1665.2308
28593 	 2 	 2124.1021 	 455.453
28624 	 241 	 394735.404 	 84251.8324
28626 	 9 	 3012.3629 	 879.9957
28632 	 1 	 38.62 	 17.2921
28707 	 7 	 25914.0452 	 5083.1294
2828 	 13 	 181321.076 	 18990.4992
2906 	 85 	 338504.629 	 60953.6423
2912 	 48 	 21472.7409 	 6361.1747
2917 	 4 	 926.8809 	 349.8186
2922 	 1 	 2664.7826 	 656.341
2947 	 19 	 65036.1433 	 13141.9878
2971 	 5 	 463.4405 	 185.8994
2975 	 1 	 15486.6351 	 2453.4845
2982 	 1 	 38156.5971 	 3813.1611
2994 	 1 	 1158.6011 	 401.7413
3026 	 18 	 144709.281 	 21905.8992
3030 	 1 	 1660.6616 	 423.1968
3031 	 36 	 62796.1811 	 14832.7494
3038 	 12 	 76004.234 	 13449.4749
3062 	 5 	 1931.0019 	 571.3931
3068 	 33 	 57736.9562 	 13012.2723
3101 	 4 	 3282.7032 	 849.8493
3104 	 22 	 47772.9865 	 8931.9644
3122 	 1 	 695.1607 	 229.3902
3134 	 2 	 62255.5006 	 8258.3829
3182 	 1 	 15332.1549 	 2902.1696
3187 	 18 	 24909.9242 	 5598.4123
3190 	 1 	 811.0208 	 259.4844
3214 	 6 	 14289.4139 	 2456.164
3225 	 37 	 148880.245 	 27086.2292
3262 	 20 	 66194.7444 	 12421.9561
3292 	 1 	 2394.4423 	 663.8954
3297 	 1 	 888.2609 	 271.9107
3306 	 2 	 48854.3475 	 7860.7795
3328 	 3 	 2355.8223 	 600.0154
3344 	 16 	 188427.163 	 28562.3815
3376 	 131 	 364264.195 	 70699.6342
28729 	 1 	 4981.9848 	 1365.37
28743 	 1 	 15525.2551 	 1832.0008
28779 	 2 	 7608.1474 	 1113.4991
28802 	 3 	 24523.7239 	 4618.8033
28806 	 5 	 23558.2229 	 3410.8681
28814 	 2 	 44297.1831 	 5159.3598
28818 	 2 	 9577.7693 	 2089.7603
28819 	 1 	 1506.1815 	 369.1306
28822 	 1 	 424.8204 	 152.5557
28839 	 4 	 5252.3251 	 1348.1891
28847 	 1 	 25836.8051 	 4416.802
28858 	 9 	 19001.0585 	 3932.1691
28869 	 2 	 15023.1946 	 2375.3999
28880 	 1 	 9114.3289 	 1336.656
28894 	 41 	 123120.68 	 22279.6956
28923 	 3 	 1081.3611 	 407.278
28929 	 22 	 12049.4517 	 3313.8834
28960 	 44 	 359436.69 	 55799.9776
28980 	 9 	 38272.4572 	 7434.4875
28983 	 25 	 93035.6705 	 17412.8674
28992 	 1 	 8728.1285 	 1412.7739
29007 	 5 	 23480.9829 	 4227.0153
29011 	 1 	 2780.6427 	 792.5231
29017 	 1 	 12165.3118 	 1562.3241
29019 	 3 	 7376.4272 	 1827.3334
29033 	 2 	 772.4008 	 276.1223
29057 	 1 	 1081.3611 	 330.8944
29063 	 1 	 4093.724 	 784.1121
29087 	 1 	 5908.8658 	 1254.36
29093 	 2 	 10466.0302 	 1749.7058
29099 	 8 	 49588.1283 	 8769.9966
29143 	 1 	 4943.3648 	 1052.1258
29154 	 5 	 1815.1418 	 584.9508
29176 	 1 	 811.0208 	 260.076
29195 	 1 	 9307.4291 	 1337.3353
29248 	 1 	 1313.0813 	 403.7681
29264 	 8 	 64340.9826 	 11101.8372
29270 	 30 	 99678.317 	 18263.9112
29288 	 109 	 139765.916 	 30288.1101
29290 	 3 	 5252.3251 	 1250.5578
29313 	 1 	 11277.051 	 2081.0005
29342 	 2 	 39701.3986 	 5555.5545
29348 	 1 	 17108.6767 	 2329.3156
29364 	 13 	 48390.9071 	 7039.0547
29375 	 2 	 96241.1337 	 12851.9616
29398 	 1 	 154.4802 	 63.9495
29423 	 1 	 4557.1644 	 915.3226
29463 	 8 	 14675.6143 	 3474.2375
29476 	 4 	 38195.2172 	 5692.3916
29494 	 1 	 1119.9811 	 352.7587
29508 	 4 	 21858.9413 	 4854.1549
29615 	 12 	 21009.3004 	 4704.8977
29671 	 15 	 91259.1488 	 14602.6935
29688 	 3 	 24948.5443 	 3533.7511
29705 	 174 	 513067.199 	 90352.5898
29735 	 3 	 3746.1436 	 777.2181
29758 	 28 	 47579.8863 	 9554.7427
29787 	 20 	 135479.092 	 27566.8603
29836 	 97 	 367971.718 	 65507.9038
29842 	 43 	 68666.4268 	 14633.8789
29859 	 86 	 121460.018 	 28156.8657
29868 	 180 	 325064.856 	 65484.973
29886 	 49 	 21009.3004 	 5488.617
29926 	 26 	 79518.6574 	 13794.0654
30040 	 4 	 1081.3611 	 384.3192
30129 	 2 	 7376.4272 	 1573.9007
30186 	 2 	 20429.9999 	 2975.7327
30209 	 4 	 32827.0319 	 4724.3568
30227 	 3 	 3166.8431 	 945.3664
30238 	 1 	 965.5009 	 299.7814
30249 	 3 	 8805.3686 	 1687.7828
30306 	 1 	 13825.9735 	 2443.3238
30315 	 2 	 7762.6276 	 1783.525
30317 	 5 	 26377.4857 	 4981.2588
30327 	 3 	 37577.2966 	 3809.6871
30339 	 2 	 6758.5066 	 1339.2375
30340 	 1 	 7569.5274 	 1297.8005
30345 	 5 	 50321.909 	 8980.3949
30383 	 6 	 26686.446 	 4173.2464
30419 	 2 	 2742.0227 	 726.2366
30421 	 2 	 7917.1077 	 1533.037
30424 	 1 	 12088.0718 	 1997.9971
30426 	 2 	 35337.3344 	 4188.2401
30428 	 2 	 19039.6785 	 3459.4964
30445 	 2 	 3398.5633 	 626.8505
30446 	 3 	 2201.3421 	 575.6612
30519 	 25 	 122116.559 	 24680.2335
30536 	 8 	 20429.9999 	 4282.9049
30563 	 1 	 6024.7259 	 1113.5611
30567 	 12 	 15795.5954 	 3201.6549
30618 	 9 	 130844.687 	 17855.08
30619 	 32 	 168383.364 	 30565.4405
30645 	 2 	 25527.8448 	 4246.9024
30656 	 1 	 26686.446 	 3633.1042
30663 	 1 	 3475.8034 	 579.3945
30682 	 1 	 1235.8412 	 328.5291
30733 	 5 	 12551.5122 	 2567.9838
30769 	 2 	 3321.3232 	 903.9611
30781 	 40 	 77587.6555 	 16507.8225
30829 	 4 	 33444.9526 	 4641.3927
30842 	 5 	 39933.1189 	 5885.2707
30927 	 2 	 32633.9318 	 4463.3704
30952 	 4 	 849.6408 	 310.0506
30961 	 4 	 8496.4083 	 1746.425
31018 	 64 	 39701.3986 	 11246.5051
31020 	 5 	 47695.7464 	 7359.3115
31035 	 1 	 11045.3307 	 1753.3525
31076 	 19 	 81797.2396 	 16416.1725
31130 	 9 	 128257.145 	 19732.912
31132 	 3 	 7530.9073 	 1323.1381
31133 	 1 	 2278.5822 	 465.0317
31142 	 1 	 27381.6066 	 3163.039
31174 	 2 	 19001.0585 	 2372.6105
31236 	 3 	 6526.7864 	 1595.3928
31248 	 5 	 1853.7618 	 585.7889
31249 	 9 	 108020.245 	 17459.8759
31260 	 1 	 17533.4971 	 3337.6398
31273 	 117 	 829905.988 	 121963.836
31281 	 4 	 35414.5745 	 5792.1524
31295 	 1 	 540.6805 	 152.9327
31347 	 4 	 50244.6689 	 8347.0046
31375 	 17 	 114392.551 	 17419.2025
31417 	 10 	 15254.9148 	 3585.0978
31462 	 24 	 45803.3646 	 9758.7415
31491 	 2 	 14057.6937 	 2628.7981
31495 	 5 	 12203.9319 	 1744.4919
31515 	 2 	 3668.9036 	 902.706
31528 	 5 	 10272.93 	 2367.9017
31555 	 2 	 3668.9036 	 957.7593
31682 	 1 	 12744.6124 	 1946.9231
31702 	 2 	 1158.6011 	 370.3124
31703 	 52 	 91259.1488 	 17261.9607
31725 	 44 	 673958.276 	 96193.8252
31732 	 1 	 9616.3894 	 1972.9486
31738 	 1 	 21125.1606 	 3036.1647
31782 	 3 	 617.9206 	 232.5716
31783 	 1 	 27651.9469 	 2853.1114
31816 	 114 	 184565.16 	 34170.0955
31818 	 2 	 17340.3969 	 2339.7901
31830 	 1 	 11586.0113 	 1571.618
31835 	 2 	 9732.2495 	 1631.7143
31874 	 1 	 193.1002 	 78.6524
31885 	 1 	 14443.8941 	 1952.9881
31893 	 4 	 14868.7145 	 3191.9865
31913 	 1 	 154.4802 	 59.6733
31921 	 1 	 8032.9678 	 1545.5157
31948 	 1 	 1467.5614 	 375.7725
31956 	 2 	 59204.5176 	 6752.2152
32020 	 1 	 30741.5499 	 4491.5721
32074 	 2173 	 10476573.5 	 1616849.8
32083 	 3 	 14714.2343 	 2403.1911
32084 	 5 	 5831.6257 	 1206.0226
32090 	 2 	 14598.3742 	 1990.7462
32131 	 33 	 41709.6406 	 9595.9676
32145 	 22 	 53643.2322 	 10925.2189
32156 	 6 	 20468.6199 	 4272.6151
32184 	 4 	 30857.41 	 4802.2782
32204 	 195 	 257016.35 	 59586.0621
32208 	 1 	 15988.6956 	 2390.6804
32267 	 1 	 4904.7448 	 1064.4231
32304 	 49 	 117984.215 	 26054.6934
32305 	 22 	 25064.4044 	 6050.6369
32306 	 1 	 13478.3931 	 1879.9591
32315 	 37 	 416092.285 	 59575.5314
32354 	 51 	 76004.234 	 14053.9657
32367 	 4 	 2317.2023 	 581.9347
32377 	 312 	 730768.351 	 149042.887
32421 	 36 	 89946.0675 	 18506.9408
32423 	 9 	 12010.8317 	 2487.4559
32437 	 12 	 118331.795 	 17328.2136
32455 	 59 	 25103.0244 	 7620.7053
32482 	 3 	 38774.5177 	 5306.7991
32497 	 1 	 4981.9848 	 935.1581
32535 	 4 	 63027.9013 	 8628.6157
32538 	 24 	 122116.559 	 22154.9123
32545 	 41 	 208432.343 	 33884.6045
32576 	 1 	 6604.0264 	 1320.2069
32592 	 7 	 83844.1016 	 11454.2553
32596 	 1 	 8303.3081 	 1292.7559
32642 	 3 	 5175.085 	 1220.5514
32678 	 2 	 7183.327 	 1518.0209
32686 	 13 	 61212.7596 	 10470.913
32695 	 2 	 4364.0642 	 1058.3066
32700 	 2 	 40048.979 	 4669.3525
32742 	 5 	 3089.603 	 941.636
32798 	 3 	 48506.7672 	 7305.2052
32803 	 32 	 218821.133 	 36737.4107
32811 	 11 	 38002.117 	 7808.2618
32835 	 4 	 43524.7824 	 5962.4608
32892 	 2 	 4441.3043 	 786.4056
32941 	 1 	 21009.3004 	 2525.5538
32994 	 10 	 23751.3231 	 4272.8738
33052 	 2 	 3668.9036 	 911.3325
33095 	 1 	 6410.9262 	 1261.0775
33121 	 2 	 3823.3837 	 896.8024
33151 	 3 	 3784.7637 	 809.8777
33198 	 22 	 83187.561 	 16657.3609
33268 	 13 	 88826.0864 	 14686.6386
33455 	 62 	 76120.0941 	 17400.0627
33460 	 2 	 29235.3685 	 4779.5708
33526 	 6 	 3668.9036 	 797.1453
33536 	 1 	 424.8204 	 151.4455
33544 	 1 	 29467.0887 	 3769.843
33545 	 1 	 6179.206 	 1208.6382
33551 	 1 	 23249.2626 	 2673.1901
33562 	 10 	 1158.6011 	 452.8151
33583 	 1 	 17263.1568 	 2220.1713
33592 	 233 	 373030.943 	 81624.2856
33595 	 15 	 144323.08 	 23296.6361
33605 	 35 	 41555.1604 	 9111.5276
33645 	 3 	 6063.3459 	 1244.4066
33655 	 4 	 156063.572 	 18732.0709
33685 	 4 	 926.8809 	 295.3362
33698 	 41 	 190551.265 	 34022.9004
33707 	 1 	 3862.0038 	 810.5429
33716 	 70 	 325991.737 	 55002.8752
33719 	 27 	 316336.728 	 41046.8054
33721 	 2 	 45030.9638 	 5378.9473
33724 	 7 	 16954.1965 	 3461.8516
33725 	 1 	 10543.2703 	 1426.1979
33731 	 1 	 733.7807 	 206.8249
33732 	 56 	 68975.3871 	 15400.7911
33734 	 1 	 11277.051 	 1671.1194
33821 	 1 	 23094.7825 	 2877.9645
33834 	 3 	 656.5406 	 256.9617
33836 	 23 	 99176.2565 	 19500.3967
33870 	 1 	 2510.3024 	 530.168
33883 	 10 	 85775.1035 	 12814.5199
33887 	 1 	 28462.9677 	 3747.1545
33905 	 25 	 269954.063 	 28905.8826
33907 	 21 	 136019.772 	 21336.1333
33926 	 10 	 5599.9055 	 1531.2803
33958 	 5 	 22592.722 	 4015.7482
33959 	 4 	 19696.2192 	 3797.3373
34033 	 1 	 7492.2873 	 1183.0182
34114 	 4 	 1892.3818 	 609.3385
34125 	 1 	 2471.6824 	 649.2115
34145 	 3 	 1467.5614 	 465.2746
34182 	 1 	 21974.8014 	 2434.3164
34215 	 59 	 107556.805 	 23375.418
34241 	 1 	 34526.3136 	 3363.4282
34247 	 45 	 102536.2 	 18414.2672
34311 	 1 	 5213.7051 	 842.0349
34315 	 1 	 3707.5236 	 782.7948
34326 	 1 	 463.4405 	 152.022
3380 	 4 	 3089.603 	 982.8878
3391 	 7 	 34410.4535 	 5429.0096
3405 	 4 	 6449.5463 	 1186.0611
3423 	 1 	 8110.2079 	 1459.4286
3428 	 1 	 20777.5802 	 2770.8086
3442 	 1 	 38.62 	 17.2921
3470 	 1 	 4325.4442 	 1158.6594
3551 	 34 	 77162.8351 	 16070.8558
3552 	 4 	 4943.3648 	 1178.5453
3609 	 3 	 926.8809 	 319.3405
3614 	 19 	 61714.8201 	 11657.5964
3620 	 4 	 888.2609 	 325.3634
3649 	 7 	 3977.8639 	 1177.0914
3665 	 2 	 4248.2041 	 975.4161
3681 	 10 	 3128.223 	 989.8932
3735 	 107 	 132930.169 	 30495.9258
3780 	 115 	 473906.481 	 78325.3986
3903 	 4 	 2046.862 	 622.6744
3916 	 5 	 35530.4346 	 5305.7945
3932 	 38 	 52677.7313 	 10093.0711
34348 	 14 	 15834.2154 	 3620.5673
34358 	 1 	 6990.2268 	 1495.4055
34381 	 23 	 26107.1454 	 6211.2125
34433 	 29 	 32209.1113 	 8864.3366
34540 	 5 	 107170.604 	 14447.7143
34588 	 223 	 300579.753 	 68813.7648
34607 	 4 	 9500.5292 	 1729.2957
34701 	 9 	 4750.2646 	 1270.8189
34703 	 1 	 1699.2817 	 418.4714
34709 	 7 	 49703.9884 	 8671.0964
34723 	 21 	 64649.9429 	 11959.131
34864 	 4 	 33753.9129 	 4743.5373
34888 	 1 	 2896.5028 	 586.3717
34918 	 1 	 12899.0926 	 1663.9827
34951 	 18 	 70636.0487 	 14251.0934
34958 	 2 	 21241.0207 	 3281.5998
34966 	 4 	 9925.3497 	 2066.4247
34967 	 1 	 19387.2589 	 3636.9243
35009 	 1 	 17572.1171 	 1867.8752
35013 	 2 	 1042.741 	 377.166
35025 	 1 	 21395.5008 	 2725.5411
35055 	 5 	 5097.845 	 1075.7028
35058 	 1 	 9230.189 	 1600.1703
35067 	 77 	 147914.744 	 32482.7862
35084 	 3 	 17031.4366 	 3154.6614
35101 	 14 	 21820.3212 	 5011.3257
35115 	 225 	 446872.455 	 87396.754
35140 	 34 	 41400.6803 	 10481.1123
35275 	 26 	 144516.181 	 21409.2291
35291 	 4 	 14366.654 	 2920.1447
35496 	 5 	 1776.5217 	 605.9215
35506 	 7 	 1931.0019 	 554.9436
35533 	 3 	 40628.2795 	 4821.8386
35554 	 1 	 19039.6785 	 2706.5595
35560 	 5 	 66967.1452 	 10375.7105
35623 	 7 	 4479.9244 	 1441.2786
35641 	 18 	 13014.9527 	 3373.2762
35660 	 1 	 14328.0339 	 1883.4505
35685 	 61 	 80561.3984 	 16520.4206
35694 	 1 	 3668.9036 	 859.8783
35726 	 9 	 13092.1927 	 2898.0821
35757 	 2 	 64302.3626 	 9383.61
35766 	 2 	 5561.2854 	 1299.271
35799 	 1 	 29814.669 	 4460.9533
35803 	 1 	 7260.5671 	 1252.6119
35819 	 5 	 4170.9641 	 850.0038
35825 	 156 	 79055.2169 	 20602.8737
35838 	 2 	 7569.5274 	 1830.1999
35897 	 6 	 28887.7881 	 5423.3922
35934 	 7 	 12976.3326 	 2315.8443
35957 	 14 	 93923.9314 	 17318.8122
35992 	 2 	 386.2004 	 145.4333
36017 	 3 	 24407.8638 	 3492.2474
36062 	 2 	 48892.9676 	 5213.338
36081 	 2 	 6835.7467 	 1557.4993
36093 	 53 	 246357.22 	 43082.0445
36109 	 2 	 18344.5179 	 3473.6303
36128 	 1 	 10736.3704 	 1575.0589
36142 	 7 	 35144.2342 	 5573.5039
36145 	 1 	 8341.9281 	 1183.6599
36150 	 1 	 3205.4631 	 664.4025
36216 	 7 	 15602.4952 	 2702.4223
36217 	 31 	 82260.6801 	 16043.7292
36221 	 4 	 34526.3136 	 4633.6583
36224 	 32 	 63105.1414 	 15612.8808
36243 	 7 	 2587.5425 	 698.1869
36252 	 2 	 10736.3704 	 2130.7143
36256 	 1 	 5059.2249 	 840.5663
36275 	 1 	 502.0605 	 179.4181
36298 	 2 	 77.2401 	 34.5843
36301 	 41 	 28771.928 	 7038.9679
36316 	 3 	 46498.5253 	 6058.3933
36318 	 1 	 4479.9244 	 912.2211
36352 	 1 	 5445.4253 	 990.8625
36366 	 2 	 3321.3232 	 757.5161
36389 	 1 	 617.9206 	 201.3735
36436 	 135 	 763286.423 	 109134.877
36467 	 1 	 12937.7126 	 2325.2604
36504 	 4 	 8612.2684 	 2192.4105
36522 	 3 	 46344.0451 	 5692.5564
36529 	 2 	 13787.3534 	 2328.4928
36532 	 1 	 31784.2909 	 3347.9334
36538 	 2 	 28115.3874 	 4293.2551
36569 	 2 	 540.6805 	 179.9199
36618 	 1 	 34912.514 	 3308.3048
36637 	 17 	 33020.1321 	 7506.2444
36645 	 2 	 4209.5841 	 918.5638
36657 	 48 	 105162.362 	 20316.307
36692 	 5 	 3205.4631 	 902.0664
36759 	 5 	 1506.1815 	 536.9611
36977 	 2 	 9848.1096 	 1522.2938
36982 	 4 	 90834.3284 	 9643.1821
37030 	 29 	 118795.236 	 19172.8978
37071 	 3 	 3359.9433 	 952.378
37101 	 4 	 733.7807 	 274.3556
37140 	 1 	 4827.5047 	 922.297
37143 	 13 	 31243.6104 	 5115.7266
37152 	 2 	 54956.3135 	 6700.4034
37256 	 12 	 49163.3078 	 8907.8339
37259 	 1 	 3321.3232 	 753.0391
37261 	 21 	 36882.1359 	 8214.0552
37264 	 13 	 47772.9865 	 8378.4585
37299 	 9 	 6951.6068 	 1349.9376
37305 	 5 	 1081.3611 	 391.869
37311 	 1 	 8573.6483 	 1285.9667
37331 	 4 	 19657.5991 	 3090.2072
37336 	 1 	 54570.1131 	 5221.5135
37362 	 3 	 11006.7107 	 1856.7261
37374 	 13 	 20352.7598 	 5375.7741
37383 	 3 	 18923.8184 	 3063.2273
37410 	 32 	 128604.725 	 24251.9973
37426 	 4 	 5561.2854 	 1306.0427
37434 	 146 	 1500929.14 	 214502.755
37436 	 6 	 49279.168 	 7386.3496
37437 	 18 	 138530.075 	 21439.5409
37447 	 1 	 6217.8261 	 1187.3577
37462 	 3 	 926.8809 	 287.3657
37495 	 1 	 1737.9017 	 485.1653
37538 	 2 	 35182.8542 	 4737.8046
37542 	 4 	 4364.0642 	 945.2841
37569 	 9 	 13787.3534 	 3215.2419
37578 	 5 	 34410.4535 	 5827.1773
37587 	 56 	 289225.461 	 50975.5592
37613 	 5 	 13401.153 	 2898.0062
37615 	 12 	 1892.3818 	 712.5321
37643 	 6 	 5793.0056 	 1332.1207
37646 	 2 	 12937.7126 	 1845.1005
37649 	 8 	 35182.8542 	 6914.2208
37656 	 4 	 5368.1852 	 1261.7447
37665 	 1 	 11006.7107 	 1905.8903
37679 	 30 	 64302.3626 	 14090.8456
37698 	 1 	 1081.3611 	 282.4004
37702 	 1 	 4634.4045 	 1142.4928
37708 	 2 	 1235.8412 	 442.8333
37765 	 1 	 45571.6444 	 4610.6442
37766 	 1 	 733.7807 	 209.3716
37770 	 1 	 13208.0529 	 2518.8684
37771 	 4 	 35182.8542 	 5106.2267
37806 	 18 	 18692.0982 	 4657.7446
37833 	 1 	 8573.6483 	 1343.3874
37860 	 2 	 270.3403 	 106.1795
37868 	 29 	 125283.402 	 21039.7952
37872 	 2 	 15602.4952 	 2290.6842
37880 	 1 	 31938.7711 	 3448.3813
37888 	 1 	 16954.1965 	 2253.0366
37890 	 28 	 92147.4097 	 18503.1695
37907 	 5 	 63877.5422 	 6861.714
37916 	 6 	 849.6408 	 339.4575
