MetNum_that_touches 	 number_of_touchPoints 	 total_touching_volume 	 total_touching_surface_area/2
1168 	 1 	 14907.3345 	 1842.2971
1244 	 8 	 98094.8955 	 14484.0284
1248 	 109 	 78746.2566 	 18874.5317
1300 	 5 	 2162.7221 	 664.6663
1315 	 25 	 148146.464 	 24563.3119
1328 	 6 	 71640.1697 	 8945.0941
1331 	 3 	 3244.0832 	 791.9198
1338 	 23 	 65267.8635 	 12809.0892
1351 	 391 	 1542870.5 	 257138.657
1353 	 8 	 27458.8467 	 4077.7856
1389 	 4 	 50360.529 	 7384.5931
1390 	 2 	 10620.5103 	 2165.96
1399 	 1 	 231.7202 	 96.1929
1431 	 3 	 5947.4858 	 1237.8632
1436 	 2 	 231.7202 	 93.7077
1440 	 189 	 666002.548 	 118848.591
1452 	 3 	 5599.9055 	 1303.4105
1469 	 66 	 35453.1945 	 9672.9875
1481 	 4 	 1313.0813 	 463.4194
1524 	 1 	 1158.6011 	 338.5587
1527 	 1 	 270.3403 	 97.4493
1536 	 3 	 6063.3459 	 1585.7188
1537 	 1 	 22322.3817 	 3246.4163
1580 	 4 	 1119.9811 	 408.6218
1645 	 5 	 2973.7429 	 827.2022
1652 	 1 	 733.7807 	 206.659
1654 	 1 	 8226.068 	 1221.7125
11902 	 70 	 407364.156 	 64559.7839
11920 	 3 	 23751.3231 	 3722.045
11958 	 37 	 525425.611 	 71839.5701
12018 	 24 	 7994.3478 	 2350.3815
12081 	 24 	 30007.7692 	 6367.0999
12084 	 45 	 51943.9506 	 11034.7396
12092 	 1 	 29119.5083 	 3269.9703
12153 	 2 	 4904.7448 	 1274.7221
12166 	 4 	 58509.3569 	 11364.8112
12167 	 4 	 45455.7842 	 7114.7515
12196 	 35 	 169117.145 	 32532.9345
12345 	 68 	 92919.8104 	 20183.716
12355 	 5 	 86547.5042 	 11765.3668
12407 	 1 	 19039.6785 	 2659.4044
12467 	 1 	 11779.1115 	 1502.0654
12480 	 41 	 102613.44 	 21147.438
12596 	 3 	 7569.5274 	 1399.4415
12607 	 2 	 154.4802 	 64.3425
12664 	 1 	 386.2004 	 130.0718
12765 	 14 	 40628.2795 	 6948.1285
12768 	 2 	 2162.7221 	 657.3193
12865 	 7 	 63143.7615 	 10097.3719
12995 	 7 	 15100.4347 	 3720.8778
13008 	 7 	 5561.2854 	 1321.5659
13060 	 1 	 7337.8071 	 1228.7926
13061 	 9 	 26145.7654 	 4818.3349
13142 	 18 	 46923.3457 	 9536.4731
13277 	 4 	 19850.6993 	 3727.4431
13391 	 2 	 20314.1398 	 3012.9126
13394 	 13 	 26029.9053 	 4939.5568
13463 	 3 	 63375.4817 	 11885.188
13466 	 2 	 1467.5614 	 451.8993
13475 	 1 	 1042.741 	 282.6757
13484 	 1 	 15448.015 	 2010.0036
13486 	 3 	 2626.1626 	 779.463
13561 	 6 	 19696.2192 	 4229.8093
13623 	 3 	 617.9206 	 247.924
13624 	 134 	 216310.831 	 48762.1693
13632 	 1 	 1042.741 	 337.1706
13636 	 3 	 1660.6616 	 481.2794
13642 	 245 	 1355910.9 	 199017.089
13718 	 35 	 171472.967 	 27310.1279
13733 	 2 	 84230.302 	 10152.3412
13736 	 2352 	 3704936.07 	 769361.628
13771 	 8 	 8071.5879 	 1959.2768
13773 	 5 	 2973.7429 	 926.1064
13843 	 313 	 858137.235 	 186130.157
13853 	 9 	 19387.2589 	 4283.8606
13855 	 11 	 54917.6934 	 8732.7262
13910 	 30 	 58934.1774 	 12594.6272
13937 	 4 	 7801.2476 	 1789.7447
13998 	 15 	 61135.5195 	 10208.2816
14037 	 1 	 4750.2646 	 896.2826
14106 	 1 	 14250.7939 	 2045.0053
14150 	 54 	 71949.13 	 17066.928
14151 	 1 	 1467.5614 	 361.2537
14169 	 18 	 11856.3515 	 3413.5746
14223 	 1 	 77.2401 	 33.6681
14232 	 2 	 1699.2817 	 528.0289
14297 	 1 	 2742.0227 	 547.2228
14505 	 1 	 3977.8639 	 757.8546
14515 	 2 	 1467.5614 	 356.1099
14565 	 1 	 18885.1984 	 2327.7018
14603 	 7 	 4518.5444 	 1385.1417
14607 	 2 	 8264.688 	 1855.0809
14625 	 1 	 4981.9848 	 1040.2049
14673 	 1 	 20854.8203 	 2717.1629
14688 	 1 	 18112.7976 	 2568.6567
14694 	 14 	 4557.1644 	 1372.4518
14740 	 2 	 6565.4064 	 1253.2838
14743 	 85 	 176377.712 	 38879.5575
14744 	 5 	 145443.062 	 13255.4104
14846 	 1 	 14868.7145 	 2676.2534
14900 	 2 	 695.1607 	 232.6483
14903 	 1 	 4441.3043 	 761.0795
14934 	 2 	 308.9603 	 121.7401
14972 	 45 	 49819.8485 	 11371.1351
14992 	 1 	 2703.4026 	 579.0676
15049 	 10 	 106900.264 	 15464.5627
15097 	 1 	 9693.6294 	 1216.449
15182 	 3 	 695.1607 	 272.129
15284 	 15 	 24909.9242 	 4666.4911
15339 	 2 	 502.0605 	 179.9998
15359 	 1 	 4634.4045 	 1154.5256
15411 	 3 	 42868.2417 	 6006.9113
15482 	 3 	 2124.1021 	 554.0382
15491 	 2 	 14328.0339 	 2510.4442
15499 	 1 	 34487.6936 	 5107.1016
15525 	 55 	 148262.324 	 27357.1018
15567 	 10 	 1931.0019 	 706.8806
15719 	 4 	 10118.4498 	 1509.4982
15801 	 72 	 63568.5819 	 16657.1865
15812 	 5 	 1042.741 	 371.6659
15875 	 140 	 242302.116 	 48099.3344
15876 	 1 	 540.6805 	 184.8233
16004 	 1 	 7839.8676 	 1120.7102
16026 	 1 	 25180.2645 	 4066.4453
16058 	 3 	 89946.0675 	 8226.7414
16068 	 196 	 366890.357 	 77815.7732
16135 	 4 	 9307.4291 	 1803.8616
16159 	 8 	 20236.8997 	 3203.3158
16243 	 28 	 38504.1775 	 7981.7722
16331 	 48 	 257479.791 	 42537.8831
16335 	 4 	 64302.3626 	 10116.7094
16396 	 15 	 17263.1568 	 4385.6567
16409 	 3 	 733.7807 	 280.7882
16416 	 2 	 3630.2835 	 934.4768
16458 	 210 	 419877.049 	 81811.5461
16464 	 9 	 46382.6651 	 7311.6631
16466 	 10 	 51171.5498 	 11008.1357
16576 	 1 	 6333.6862 	 978.2119
16606 	 99 	 682531.924 	 112305.629
16615 	 3 	 87358.525 	 10509.6383
16628 	 1 	 3784.7637 	 870.0688
16685 	 1 	 2278.5822 	 450.2034
16741 	 18 	 103694.801 	 18353.8465
16764 	 24 	 38851.7578 	 8108.3384
16789 	 3 	 27111.2664 	 4169.8991
16822 	 2 	 3784.7637 	 1039.2232
16835 	 10 	 39855.8788 	 7718.7111
16897 	 1 	 12860.4725 	 1757.1344
16903 	 4 	 386.2004 	 162.5093
16928 	 1 	 34062.8732 	 4419.1591
16937 	 2 	 3939.2438 	 924.0967
16968 	 1 	 10311.55 	 1318.9271
16971 	 253 	 371022.701 	 90561.0454
17040 	 2 	 1969.6219 	 522.636
17049 	 1 	 617.9206 	 210.104
17065 	 2 	 17070.0566 	 3197.6217
17103 	 1 	 7415.0472 	 1700.1917
17116 	 195 	 478656.746 	 89923.739
17127 	 1 	 11547.3912 	 1762.9438
17179 	 4 	 7569.5274 	 1583.0238
17194 	 127 	 590152.794 	 88956.8794
17262 	 1 	 888.2609 	 254.4366
17294 	 3 	 13439.7731 	 2327.9225
17373 	 1 	 22013.4214 	 2590.2759
17384 	 2 	 193.1002 	 81.6404
17392 	 1 	 6874.3667 	 1703.9982
1712 	 1 	 8998.4688 	 1224.0419
1725 	 16 	 49819.8485 	 8476.3081
1732 	 20 	 107402.325 	 16754.552
1736 	 20 	 28385.7276 	 7672.5814
1743 	 2 	 1699.2817 	 392.3552
1744 	 167 	 760042.34 	 121600.265
1758 	 15 	 13787.3534 	 3838.4648
1763 	 2 	 26840.9261 	 4741.582
1775 	 3 	 579.3006 	 199.4712
1777 	 12 	 31011.8902 	 6991.5201
1788 	 1 	 5793.0056 	 1115.4085
1789 	 12 	 2626.1626 	 804.7113
1793 	 4 	 11045.3307 	 2779.33
1794 	 1 	 1119.9811 	 319.8865
1819 	 15 	 15216.2948 	 4485.0915
1832 	 90 	 323558.675 	 67923.582
1854 	 7 	 31011.8902 	 4789.3618
1859 	 6 	 65692.6839 	 14272.6091
1862 	 3 	 5908.8658 	 1324.3615
1866 	 5 	 14328.0339 	 3278.1131
1868 	 2 	 193.1002 	 77.3317
1885 	 1 	 270.3403 	 97.7892
1891 	 39 	 40782.7597 	 10708.3667
1929 	 17 	 73609.7916 	 11988.7249
1999 	 14 	 41439.3003 	 7930.2022
2024 	 2 	 13014.9527 	 2568.6981
2151 	 3 	 2973.7429 	 660.8047
2152 	 26 	 151042.967 	 28078.3705
2165 	 2 	 4209.5841 	 862.1248
17459 	 3 	 40975.8599 	 6407.0213
17471 	 245 	 316066.388 	 68772.2889
17502 	 1415 	 3302708.37 	 659161.493
17607 	 4 	 17803.8373 	 2848.3336
17614 	 25 	 46266.805 	 7926.873
17636 	 2 	 10466.0302 	 1460.5308
17650 	 5 	 14714.2343 	 2936.971
17703 	 2 	 1506.1815 	 477.0118
17714 	 11 	 30046.3892 	 5376.5809
17767 	 4 	 1931.0019 	 548.1818
17835 	 1 	 8843.9886 	 1287.1013
17849 	 238 	 634256.877 	 108508.63
17861 	 3 	 56810.0753 	 6810.8142
17883 	 71 	 252884.006 	 42124.5287
17907 	 1 	 1351.7013 	 403.914
17919 	 12 	 31513.9507 	 6376.4254
17950 	 2 	 9577.7693 	 1353.9131
17969 	 7 	 14830.0944 	 3368.1814
17997 	 2 	 2664.7826 	 649.5193
18027 	 5 	 83651.0014 	 11732.1005
18038 	 1 	 5715.7656 	 1219.4511
18087 	 20 	 985815.079 	 125022.068
18110 	 5 	 1274.4612 	 448.8655
18161 	 1 	 1660.6616 	 420.0095
18166 	 32 	 201287.636 	 35137.9722
18172 	 258 	 470005.857 	 94702.2587
18186 	 4 	 8110.2079 	 1906.3362
18239 	 3 	 10157.0699 	 2475.4893
18273 	 1 	 2355.8223 	 642.8259
18339 	 1 	 12590.1323 	 1590.9715
18356 	 2 	 9114.3289 	 1321.3725
18410 	 15 	 157260.793 	 24602.0553
18453 	 12 	 3784.7637 	 1089.0095
18473 	 3 	 3282.7032 	 666.6805
18520 	 96 	 436831.245 	 76720.6888
18544 	 2 	 32556.6917 	 3714.0741
18629 	 1 	 21009.3004 	 3375.922
18631 	 1 	 55110.7936 	 5503.6346
18676 	 1 	 12397.0321 	 1484.3154
18694 	 1 	 3939.2438 	 794.48
18731 	 8 	 1042.741 	 376.8289
18735 	 5 	 32595.3117 	 6354.2246
18746 	 2 	 463.4405 	 160.9618
18895 	 4 	 131617.088 	 16926.5762
18897 	 2 	 2278.5822 	 649.1457
18924 	 1 	 6488.1663 	 1042.2841
18933 	 7 	 48777.1075 	 8112.0508
18935 	 1 	 19387.2589 	 3106.1691
18950 	 58 	 139186.615 	 31337.7847
18957 	 2 	 12474.2721 	 2063.4827
18974 	 14 	 7724.0075 	 2418.2438
19012 	 2 	 1892.3818 	 462.6701
19013 	 70 	 167147.523 	 33812.7772
19014 	 2 	 4711.6446 	 996.3839
19028 	 4 	 4750.2646 	 1216.667
19034 	 1 	 6024.7259 	 1085.2105
19042 	 7 	 32749.7919 	 5757.118
19046 	 2 	 58818.3172 	 7929.8213
19093 	 2 	 7762.6276 	 1595.6154
19097 	 4 	 60015.5384 	 5851.3883
19107 	 42 	 36495.9355 	 9411.5274
19120 	 54 	 96859.0543 	 21217.2595
19183 	 176 	 155793.232 	 36739.1959
19187 	 4 	 21009.3004 	 3588.6087
19194 	 3 	 270.3403 	 105.8395
19197 	 1 	 7762.6276 	 1182.6506
19207 	 2 	 2433.0624 	 740.1589
19212 	 6 	 101068.638 	 14550.0818
19249 	 1 	 27381.6066 	 3339.9708
19273 	 31 	 16143.1757 	 4679.8788
19375 	 3 	 27458.8467 	 4944.356
19380 	 31 	 60054.1584 	 11809.3355
19414 	 143 	 1019375.89 	 150890.984
19426 	 115 	 433896.122 	 88323.5049
19436 	 3 	 4981.9848 	 1343.3442
19466 	 1 	 19232.7787 	 2543.1027
19473 	 177 	 171781.927 	 42673.175
19494 	 3 	 656.5406 	 245.1796
19508 	 3 	 1197.2212 	 394.9209
19516 	 11 	 178347.334 	 21742.3363
19530 	 2 	 21125.1606 	 4335.8842
19541 	 1 	 733.7807 	 231.3374
19572 	 2 	 5599.9055 	 1176.4829
19580 	 8 	 44567.5234 	 6394.6675
19613 	 25 	 108792.646 	 18929.0198
19627 	 1 	 3166.8431 	 675.8481
19629 	 7 	 54956.3135 	 8136.7335
19649 	 48 	 203604.838 	 38863.4118
19651 	 2 	 1351.7013 	 423.1139
19669 	 173 	 1123958.95 	 182723.033
19691 	 178 	 286676.539 	 56724.9605
19724 	 12 	 27999.5273 	 6365.1036
19808 	 17 	 69516.0677 	 12708.8192
19885 	 4 	 21858.9413 	 3919.9738
19896 	 3 	 5175.085 	 1391.4121
19899 	 1 	 270.3403 	 108.8151
19910 	 1 	 13092.1927 	 1671.1081
19918 	 22 	 35723.5348 	 8282.2227
19932 	 84 	 23480.9829 	 7851.5586
19937 	 2 	 1467.5614 	 390.8024
19944 	 4 	 1313.0813 	 451.0987
19980 	 7 	 2355.8223 	 825.0319
19985 	 4 	 145056.861 	 17849.3752
20009 	 31 	 257325.31 	 40063.7079
20042 	 1 	 3900.6238 	 840.7363
20061 	 2 	 926.8809 	 303.971
20073 	 53 	 73880.1319 	 16111.8729
20099 	 1 	 38.62 	 17.2921
20107 	 6 	 25180.2645 	 4439.1778
20155 	 56 	 249794.403 	 38203.4193
20173 	 5 	 849.6408 	 326.7363
20198 	 5 	 308.9603 	 130.346
20202 	 3 	 42366.1812 	 5869.1649
20209 	 1 	 5406.8053 	 1356.4932
20213 	 3 	 9346.0491 	 2386.4033
20228 	 2 	 2124.1021 	 649.3901
20237 	 2 	 27845.0471 	 3916.8086
20280 	 1 	 5831.6257 	 1074.6587
20282 	 2 	 2935.1229 	 737.4959
20289 	 4 	 9423.2892 	 2011.8849
20308 	 20 	 51828.0904 	 10637.734
20309 	 45 	 166645.462 	 30290.0327
20372 	 4 	 109024.366 	 13181.2066
20433 	 2 	 4170.9641 	 803.4187
20456 	 13 	 45841.9846 	 9776.6814
20498 	 5 	 1969.6219 	 639.2775
20514 	 1 	 5213.7051 	 1071.0208
20539 	 1 	 13903.2135 	 2089.5781
20541 	 4 	 15023.1946 	 2537.0663
20621 	 1 	 3244.0832 	 811.748
20625 	 10 	 26493.3458 	 5913.9192
20650 	 1 	 5947.4858 	 1199.4679
20683 	 1 	 15602.4952 	 2155.0308
20718 	 1 	 11894.9716 	 2253.8214
20722 	 2 	 1081.3611 	 363.1036
20811 	 1 	 5677.1455 	 1298.4848
20812 	 1 	 6295.0661 	 1310.9083
20841 	 529 	 1306979.31 	 267048.255
20849 	 4 	 13594.2532 	 2607.7377
20868 	 1 	 14328.0339 	 2048.5011
20888 	 13 	 107402.325 	 15008.7346
20898 	 2 	 32286.3514 	 5369.0522
20905 	 5 	 1737.9017 	 639.3405
20954 	 4 	 29119.5083 	 5762.7192
20969 	 9 	 63761.6821 	 11749.9886
20988 	 8 	 11972.2117 	 2335.373
21002 	 1 	 849.6408 	 277.0357
21072 	 6 	 57119.0356 	 7503.4967
21094 	 1 	 38.62 	 17.2921
21096 	 2 	 811.0208 	 286.2563
21108 	 52 	 51596.3702 	 11452.2025
21197 	 17 	 83496.5213 	 12775.4901
21212 	 12 	 26223.0055 	 5341.2894
21234 	 5 	 63298.2416 	 9805.0167
21244 	 2 	 2703.4026 	 768.4564
21247 	 1 	 617.9206 	 224.3014
21250 	 19 	 167108.903 	 24769.4358
21252 	 1 	 10659.1304 	 1737.7132
21258 	 1 	 15061.8147 	 2174.2042
21268 	 42 	 45919.2247 	 10565.7724
21273 	 2 	 3514.4234 	 893.623
21302 	 1 	 154.4802 	 63.9434
21309 	 3 	 25411.9847 	 4054.2967
21323 	 2 	 502.0605 	 171.7139
21336 	 14 	 72760.1508 	 13256.6536
21454 	 2 	 15988.6956 	 2250.4379
21472 	 8 	 1776.5217 	 622.8148
21487 	 1 	 18653.4782 	 2329.3797
21535 	 1 	 2162.7221 	 487.7636
21550 	 1 	 8187.448 	 1845.0983
21575 	 52 	 86431.6441 	 19546.5965
21591 	 323 	 534771.66 	 110630.729
21613 	 6 	 30896.0301 	 6042.5074
21616 	 73 	 189122.324 	 37145.7463
21667 	 34 	 184989.98 	 31195.4999
21671 	 4 	 33251.8524 	 4257.7442
21706 	 1 	 12628.7523 	 2240.252
21707 	 1 	 8148.8279 	 1370.3798
21718 	 1 	 6295.0661 	 1266.3859
21737 	 36 	 155098.071 	 25969.5159
21738 	 1 	 1197.2212 	 379.8169
21781 	 11 	 215345.33 	 29328.3525
21801 	 6 	 2587.5425 	 753.976
21811 	 51 	 112461.549 	 25327.9861
21813 	 1 	 38.62 	 17.2921
21827 	 4 	 502.0605 	 182.2493
21840 	 22 	 66503.7047 	 12942.048
21865 	 33 	 54685.9732 	 13954.5112
21908 	 4 	 9539.1493 	 1813.3616
21945 	 2 	 3205.4631 	 778.4225
21977 	 1 	 5599.9055 	 1103.2639
21995 	 1 	 28887.7881 	 4409.4755
22027 	 2 	 308.9603 	 123.7998
22031 	 29 	 79518.6574 	 15188.5956
22075 	 12 	 4209.5841 	 1469.7409
22107 	 9 	 82878.6007 	 12543.1184
22178 	 2 	 5908.8658 	 1261.9023
22185 	 3 	 58084.5365 	 8788.395
22186 	 12 	 3707.5236 	 1172.1372
22188 	 8 	 14250.7939 	 3664.535
22266 	 2 	 3823.3837 	 872.014
22289 	 12 	 28501.5877 	 6097.6882
22291 	 1 	 38.62 	 17.2921
22292 	 11 	 3321.3232 	 1126.0098
22299 	 129 	 126403.383 	 32206.9946
22332 	 1 	 656.5406 	 213.4248
22347 	 2 	 4557.1644 	 946.3213
22426 	 5 	 43138.582 	 6556.0328
22431 	 1 	 7144.707 	 1300.268
22437 	 51 	 55419.7539 	 13426.2482
22438 	 2 	 17842.4574 	 2989.7948
22458 	 6 	 5715.7656 	 1351.1777
22472 	 50 	 286908.259 	 45235.1773
22479 	 29 	 53952.1925 	 11552.8356
22518 	 1 	 23558.2229 	 2745.9253
22585 	 1 	 7376.4272 	 1006.5069
22598 	 27 	 47464.0262 	 8884.1123
22669 	 2 	 41323.4402 	 4992.7356
22675 	 1 	 695.1607 	 241.0538
22715 	 3 	 7646.7674 	 1878.8715
22724 	 5 	 2780.6427 	 824.3987
22735 	 2 	 2819.2627 	 614.6127
22752 	 5 	 4518.5444 	 1214.0159
22768 	 3 	 40280.6992 	 7454.0887
22784 	 42 	 99987.2773 	 19851.0322
22798 	 1 	 36380.0754 	 3957.4608
22832 	 2 	 772.4008 	 242.4879
22886 	 111 	 230793.345 	 48353.4261
22912 	 6 	 7376.4272 	 1797.5251
22930 	 9 	 84770.9825 	 9753.2403
22986 	 4 	 193.1002 	 83.2956
22994 	 16 	 27729.187 	 4804.9386
23053 	 20 	 69438.8276 	 11263.6568
2317 	 1 	 23596.843 	 2484.5721
2359 	 240 	 2095368.76 	 287280.016
2424 	 22 	 24987.1643 	 5731.8774
2446 	 7 	 31204.9904 	 5126.6907
2495 	 1 	 6217.8261 	 1093.5794
2523 	 16 	 81488.2793 	 14351.0827
2531 	 1 	 22978.9224 	 2641.6083
2555 	 3 	 23789.9432 	 3703.1794
2564 	 2 	 10195.6899 	 2184.3741
2589 	 1 	 4286.8242 	 1042.9953
2599 	 1 	 22631.342 	 2786.2008
2605 	 1 	 7453.6673 	 1759.017
2633 	 14 	 151892.608 	 22304.4961
2642 	 57 	 236470.49 	 51191.949
2655 	 12 	 19155.5386 	 4016.7079
2685 	 35 	 24716.8241 	 6212.211
2698 	 2 	 3012.3629 	 795.2713
2701 	 398 	 432274.081 	 93102.9917
2712 	 115 	 236122.91 	 46732.1336
2716 	 3 	 9616.3894 	 1560.3765
2736 	 1 	 2046.862 	 501.1528
2748 	 12 	 41323.4402 	 5847.6026
2758 	 27 	 119644.876 	 22292.5517
2790 	 8 	 8457.7882 	 2012.7456
2800 	 9 	 7183.327 	 1910.5951
23087 	 3 	 1235.8412 	 393.2698
23106 	 17 	 187770.623 	 27067.39
23108 	 4 	 78977.9769 	 9439.425
23132 	 1 	 11547.3912 	 1503.4069
23152 	 1 	 3900.6238 	 929.4379
23248 	 1 	 115.8601 	 47.7891
23250 	 1 	 8148.8279 	 1654.9743
23258 	 386 	 285015.877 	 73674.3728
23292 	 6 	 23365.1227 	 4434.9488
23362 	 24 	 182132.097 	 29336.0621
23366 	 2 	 19078.2986 	 3067.2318
23416 	 16 	 36495.9355 	 7557.2117
23419 	 1 	 17263.1568 	 3230.9458
23422 	 2 	 115.8601 	 50.5554
23433 	 10 	 72682.9107 	 12260.61
23449 	 2 	 8496.4083 	 1441.7299
23450 	 9 	 16954.1965 	 3505.1821
23459 	 1 	 19812.0793 	 3067.7754
23468 	 21 	 81874.4797 	 16761.5008
23483 	 1 	 20314.1398 	 2737.7001
23498 	 5 	 18228.6577 	 2902.1193
23519 	 1 	 77.2401 	 33.2633
23524 	 38 	 116323.553 	 22407.6509
23533 	 26 	 83766.8615 	 15639.9529
23542 	 4 	 41671.0206 	 6867.3455
23547 	 3 	 308.9603 	 126.9649
23569 	 3 	 2008.242 	 524.465
23580 	 1 	 10427.4101 	 1471.723
23587 	 147 	 360054.61 	 67181.9422
23592 	 1 	 5059.2249 	 982.8573
23597 	 38 	 41632.4005 	 9661.7801
23599 	 4 	 3282.7032 	 777.8347
23607 	 1 	 6526.7864 	 1035.1056
23609 	 12 	 14173.5538 	 3510.1624
23637 	 1 	 5175.085 	 1242.5787
23653 	 2 	 7608.1474 	 1735.346
23700 	 4 	 18383.1379 	 3061.6685
23727 	 4 	 10427.4101 	 1673.461
23749 	 509 	 729532.51 	 174523.936
23787 	 1 	 10234.31 	 1513.9348
23802 	 2 	 308.9603 	 123.2236
23804 	 10 	 33135.9922 	 6133.9072
23811 	 2 	 18962.4385 	 2422.5705
23817 	 1 	 10736.3704 	 1596.4559
23831 	 67 	 114315.311 	 25499.3941
23876 	 2 	 72914.631 	 6809.5651
23881 	 1 	 7646.7674 	 1170.7796
23944 	 1 	 540.6805 	 189.5382
23971 	 1 	 9230.189 	 1445.8486
23980 	 151 	 551532.757 	 78056.1044
23998 	 148 	 390796.16 	 79989.1831
24014 	 1 	 15641.1152 	 1753.7565
24043 	 1 	 23094.7825 	 4168.0829
24054 	 3 	 926.8809 	 310.0282
24055 	 121 	 271189.904 	 50269.667
24064 	 1 	 38.62 	 17.2921
24070 	 4 	 347.5803 	 132.0336
24099 	 3 	 25759.5651 	 3282.7551
24101 	 1 	 9230.189 	 1604.069
24104 	 2 	 22940.3023 	 3313.9481
24117 	 3 	 26261.6256 	 4758.9006
24128 	 1 	 7028.8468 	 1303.6516
24139 	 2 	 3050.983 	 717.8414
24140 	 1 	 15950.0755 	 2220.5667
24165 	 1 	 11277.051 	 1771.8638
24170 	 7 	 3823.3837 	 1193.8246
24189 	 1 	 1428.9414 	 354.3933
24204 	 2 	 2046.862 	 613.7239
24207 	 1 	 3900.6238 	 862.0031
24224 	 2 	 1428.9414 	 451.1701
24260 	 45 	 130149.527 	 22979.8578
24270 	 1 	 424.8204 	 143.9029
24317 	 1 	 11740.4914 	 1795.0593
24318 	 1 	 18190.0377 	 2321.2864
24322 	 1 	 31513.9507 	 4710.3704
24339 	 1 	 6874.3667 	 1118.2061
24341 	 69 	 225038.959 	 41553.07
24366 	 12 	 2510.3024 	 894.7911
24391 	 1 	 1931.0019 	 516.9458
24421 	 1 	 13825.9735 	 2440.4489
24423 	 76 	 135170.132 	 29109.7174
24453 	 27 	 99099.0164 	 20017.923
24472 	 3 	 25759.5651 	 4666.0635
24482 	 4 	 87976.4456 	 12474.0997
24495 	 1 	 6063.3459 	 1271.2557
24507 	 4 	 2124.1021 	 576.6042
24530 	 294 	 380175.65 	 87115.0627
24566 	 13 	 68898.1471 	 13246.2856
24576 	 5 	 21125.1606 	 3948.4234
24579 	 1 	 7917.1077 	 1351.1743
24605 	 4 	 888.2609 	 304.082
24615 	 3 	 8959.8487 	 1469.2576
24634 	 2 	 2433.0624 	 640.5904
24637 	 1 	 1119.9811 	 324.7552
24708 	 2 	 23326.5027 	 3675.2209
24715 	 2 	 231.7202 	 98.1877
24726 	 167 	 144168.6 	 35922.2408
24760 	 10 	 62371.3607 	 10549.8144
24811 	 1 	 6101.9659 	 1323.0268
24832 	 6 	 64804.4231 	 8716.2022
24838 	 1 	 6835.7467 	 1215.5242
24841 	 4 	 3437.1833 	 984.5451
24844 	 1 	 8921.2287 	 1471.0282
24860 	 2 	 1197.2212 	 377.8036
24866 	 22 	 263002.456 	 35644.1199
24883 	 1 	 24098.9035 	 2904.6991
24903 	 1 	 9384.6691 	 1616.6435
24928 	 76 	 856360.713 	 115497.849
24944 	 1 	 6295.0661 	 1132.6512
24985 	 6 	 540.6805 	 216.8127
25026 	 1 	 14868.7145 	 3322.5889
25057 	 10 	 37384.1964 	 7588.6841
25077 	 32 	 202986.918 	 30637.5786
25103 	 8 	 540.6805 	 226.8139
25145 	 1 	 1197.2212 	 335.57
