MetNum_that_touches 	 number_of_touchPoints 	 total_touching_volume 	 total_touching_surface_area/2
30413 	 24 	 10466.4238 	 2598.5137
30542 	 5 	 976.3455 	 352.1656
30720 	 1 	 39.0538 	 17.4092
30896 	 7 	 142155.905 	 21099.4871
30947 	 1 	 820.1302 	 275.825
31362 	 5 	 273.3767 	 119.6085
31832 	 1 	 7107.7953 	 1093.064
32243 	 2 	 117.1615 	 49.0968
3212 	 15 	 27337.6741 	 6382.8409
3717 	 4 	 429.592 	 162.5584
32933 	 2 	 273.3767 	 109.3933
33156 	 1 	 2265.1216 	 506.5623
33622 	 2 	 117.1615 	 50.5351
33656 	 2 	 4295.9202 	 894.0624
33657 	 5 	 2030.7986 	 632.4401
34184 	 1 	 273.3767 	 106.5468
34398 	 9 	 8279.4099 	 2116.6846
34464 	 9 	 1874.5834 	 623.0672
34830 	 4 	 585.8073 	 235.6472
34941 	 1 	 3749.1667 	 764.0015
35455 	 2 	 4256.8664 	 955.5335
35905 	 1 	 1093.507 	 384.8571
36178 	 1 	 312.4306 	 114.6157
36194 	 2 	 117.1615 	 49.0968
36649 	 2 	 546.7535 	 196.8384
36967 	 10 	 2069.8525 	 718.4767
37135 	 2 	 937.2917 	 296.847
37539 	 3 	 2069.8525 	 569.5863
37978 	 1 	 195.2691 	 74.635
38039 	 1 	 702.9688 	 232.8103
39535 	 4 	 702.9688 	 266.5325
40557 	 18 	 32219.4016 	 7436.6955
40845 	 1 	 117.1615 	 47.7706
41558 	 1 	 117.1615 	 47.9077
41794 	 7 	 40889.3497 	 5523.1827
41832 	 5 	 4139.7049 	 1164.5021
42004 	 1 	 117.1615 	 49.5751
42067 	 12 	 12536.2763 	 2687.8993
42150 	 1 	 156.2153 	 57.3379
42281 	 4 	 9646.2936 	 2067.3374
42297 	 1 	 12692.4916 	 1798.9819
42644 	 45 	 45029.0546 	 10080.4257
42677 	 1 	 78.1076 	 31.6876
43053 	 2 	 1249.7222 	 398.2256
43168 	 1 	 742.0226 	 234.9923
43415 	 1 	 1913.6372 	 420.2615
43418 	 4 	 2108.9063 	 580.6961
43947 	 1 	 1171.6146 	 403.9399
44414 	 2 	 10544.5314 	 1773.6737
44449 	 2 	 2577.5521 	 593.85
44796 	 1 	 312.4306 	 107.4542
45259 	 84 	 205735.525 	 34562.0776
45498 	 3 	 781.0764 	 246.8677
45702 	 1 	 937.2917 	 244.4644
45758 	 2 	 234.3229 	 92.1563
45795 	 18 	 12067.6304 	 3151.1905
45848 	 4 	 2108.9063 	 629.4712
45860 	 2 	 702.9688 	 248.0438
46204 	 4 	 6990.6338 	 1802.6525
46414 	 6 	 7771.7102 	 1600.2563
46538 	 15 	 8162.2484 	 2299.405
46986 	 1 	 78.1076 	 31.6876
48305 	 3 	 1640.2604 	 510.7322
48353 	 1 	 1327.8299 	 400.1998
48384 	 1 	 2499.4445 	 740.4355
48416 	 2 	 742.0226 	 266.6374
4971 	 3 	 5076.9966 	 1107.7756
5075 	 23 	 29876.1724 	 5113.7101
5367 	 3 	 156.2153 	 68.7018
48490 	 9 	 8084.1408 	 2202.435
48637 	 1 	 5311.3195 	 1426.6391
48918 	 31 	 45341.4852 	 10846.4305
49004 	 2 	 663.9149 	 239.1876
49260 	 2 	 195.2691 	 83.0924
49783 	 1 	 468.6458 	 158.0118
49916 	 7 	 1093.507 	 338.6625
50027 	 2 	 4764.5661 	 854.0423
50067 	 1 	 1132.5608 	 332.8628
50122 	 22 	 140554.699 	 20800.3854
50193 	 1 	 585.8073 	 185.9477
50437 	 32 	 58932.2146 	 12498.9303
50717 	 6 	 2772.8212 	 774.8744
50742 	 1 	 234.3229 	 90.8003
51282 	 1 	 117.1615 	 49.6002
51299 	 1 	 78.1076 	 33.4922
51390 	 2 	 117.1615 	 51.2926
52042 	 3 	 1601.2066 	 484.7937
52187 	 1 	 78.1076 	 33.4922
52571 	 4 	 40303.5424 	 5967.2226
52580 	 4 	 2811.8751 	 772.9822
52685 	 19 	 54636.2944 	 11921.2178
52956 	 1 	 234.3229 	 91.1963
53034 	 12 	 5584.6963 	 1612.2026
53058 	 2 	 117.1615 	 51.2926
53457 	 1 	 19058.2642 	 2569.4148
53707 	 4 	 273.3767 	 116.0812
54605 	 3 	 1601.2066 	 539.5316
55282 	 1 	 820.1302 	 259.1086
56066 	 10 	 2304.1754 	 807.9629
56126 	 3 	 898.2379 	 299.8532
56819 	 9 	 10466.4238 	 1892.015
56870 	 1 	 3632.0053 	 769.6431
56897 	 1 	 859.184 	 266.1232
57182 	 1 	 1679.3143 	 445.8533
57208 	 67 	 58541.6764 	 13454.9873
57549 	 1 	 3241.4671 	 723.0399
57621 	 1 	 4725.5122 	 1038.3578
57883 	 4 	 6521.988 	 1003.7206
57974 	 6 	 9568.1859 	 1741.3885
58111 	 1 	 78.1076 	 33.1259
58666 	 10 	 16363.5506 	 3511.5296
58840 	 12 	 13785.9985 	 3431.9142
59281 	 4 	 11208.4464 	 2616.9517
59382 	 1 	 312.4306 	 113.2597
59494 	 2 	 1913.6372 	 445.4573
60886 	 2 	 820.1302 	 253.0522
61142 	 1 	 39.0538 	 17.4092
61158 	 2 	 937.2917 	 290.4224
61297 	 2 	 3319.5747 	 856.0723
61482 	 2 	 1210.6684 	 362.0685
61519 	 1 	 13864.1062 	 2883.0712
61997 	 1 	 78.1076 	 33.8834
62333 	 31 	 30422.9259 	 6033.6847
62782 	 2 	 4530.2431 	 941.8286
62892 	 4 	 1718.3681 	 543.8301
63029 	 3 	 37023.0215 	 6593.7513
63066 	 1 	 2889.9827 	 591.4974
63165 	 102 	 152934.76 	 32981.1727
63561 	 47 	 130088.275 	 22648.1211
63581 	 1 	 585.8073 	 193.6623
64018 	 2 	 195.2691 	 74.7471
64277 	 2 	 312.4306 	 126.9199
6466 	 58 	 66235.279 	 15922.5725
7058 	 4 	 4491.1893 	 1300.6141
64382 	 5 	 1327.8299 	 382.2745
64720 	 2 	 9685.3474 	 1548.6357
64808 	 14 	 8669.9481 	 2386.2262
64896 	 4 	 1874.5834 	 674.1179
65272 	 3 	 390.5382 	 147.4323
65402 	 1 	 390.5382 	 135.7594
65564 	 9 	 5623.7501 	 1469.9842
66024 	 1 	 781.0764 	 250.9031
66269 	 8 	 3007.1442 	 823.6494
67197 	 16 	 5116.0504 	 1615.5894
67339 	 3 	 1640.2604 	 449.7822
67973 	 1 	 312.4306 	 101.2149
68589 	 40 	 69242.4231 	 12968.9346
68760 	 2 	 742.0226 	 250.1823
68979 	 11 	 2655.6598 	 901.073
69418 	 1 	 156.2153 	 63.4273
69763 	 1 	 39.0538 	 17.4092
69903 	 3 	 10153.9932 	 2087.6357
69908 	 1 	 117.1615 	 46.0781
70074 	 10 	 1679.3143 	 667.8955
70374 	 9 	 4920.7813 	 1281.3941
71684 	 3 	 195.2691 	 80.8965
71869 	 4 	 8162.2484 	 1832.6602
72007 	 2 	 742.0226 	 256.0732
72021 	 1 	 1054.4531 	 295.4009
72655 	 3 	 12145.7381 	 2421.0874
72729 	 14 	 7576.4411 	 1964.5934
72751 	 3 	 351.4844 	 139.0795
73118 	 4 	 273.3767 	 114.7853
73433 	 1 	 1718.3681 	 494.7716
74161 	 2 	 234.3229 	 89.9004
75208 	 1 	 1054.4531 	 305.3291
75934 	 1 	 13746.9447 	 2051.8114
76094 	 3 	 1835.5295 	 483.4822
76168 	 16 	 17339.8962 	 4352.8668
8672 	 3 	 273.3767 	 113.347
802 	 98 	 81778.6994 	 21089.3303
812 	 31 	 17261.7885 	 4815.861
850 	 23 	 24018.0994 	 5809.5224
864 	 5 	 4725.5122 	 1047.243
877 	 182 	 293411.351 	 62840.6986
887 	 1 	 78.1076 	 33.1259
942 	 18 	 26986.1897 	 6434.8605
955 	 6 	 2343.2292 	 724.6715
962 	 6 	 19565.9639 	 3120.1448
975 	 4 	 16558.8197 	 2759.0632
976 	 7 	 54987.7788 	 8516.1116
980 	 1 	 7498.3335 	 1221.6369
988 	 1 	 546.7535 	 188.0982
989 	 26 	 50262.2665 	 10687.9008
995 	 1 	 39.0538 	 17.4092
1025 	 10 	 5545.6425 	 1420.3262
1038 	 47 	 37257.3444 	 10071.7998
1433 	 23 	 26712.813 	 6116.003
1562 	 1 	 390.5382 	 143.7231
8968 	 1 	 3827.2744 	 853.7874
9186 	 12 	 14567.0749 	 3298.6941
9241 	 1 	 2499.4445 	 573.3075
9254 	 6 	 624.8611 	 250.4743
9259 	 1 	 2382.283 	 706.433
