MET_ID	1	10	11	100	101	110	111	Volume corrected	min_dist	max_dist	mean_dist	Nearest Vessel Thickness	Vessel Volume	Clone1	Clone2	Clone3	Clone4	Clone5	Clone6	Clone7	Volume	Box.X.Min	Box.X.Max	Box.Y.Min	Box.Y.Max	Box.Z.Min	Box.Z.Max	centroid_x	centroid_y	centroid_z
7166	0.0	0.0	0.0	1.0	0.0	0.0	0.0	15773.113989	55.23815429	86.66145684	72.73367441	11.313463	0.0	0	0	0	1	0	0	0	404	725	734	1386	1396	77	89	729.5	1391.0	83.0
7170	0.0	0.0	0.0	1.0	0.0	0.0	0.0	22215.103614	38.86996575	74.66512908	57.5934622	13.824214	0.0	0	0	0	1	0	0	0	569	639	648	1437	1447	77	90	643.5	1442.0	83.5
7200	1.0	0.0	0.0	0.0	0.0	0.0	0.0	20497.239711	60.0629031	100.1928796	83.13036047	48.765896	0.0	1	0	0	0	0	0	0	525	1284	1292	1750	1764	77	90	1288.0	1757.0	83.5
7220	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16866.300105000002	40.96362648	77.57595078	62.16377098	26.689178	0.0	1	0	0	0	0	0	0	432	503	513	1910	1916	77	93	508.0	1913.0	85.0
7251	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9174.954915	45.71954008	77.74543498	64.42286678	15.112318	0.0	0	1	0	0	0	0	0	235	1337	1345	1501	1508	78	88	1341.0	1504.5	83.0
7270	1.0	0.0	0.0	0.0	0.0	0.0	0.0	17998.528581	10.9773	53.79235182	31.87822706	15.474489	0.0	1	0	0	0	0	0	0	461	1388	1401	1635	1645	78	89	1394.5	1640.0	83.5
7276	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16514.918856	111.6304813	137.7710645	124.232825	13.60894	0.0	0	0	0	1	0	0	0	423	788	795	1692	1701	78	91	791.5	1696.5	84.5
7298	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10775.691738	55.19547179	84.62291441	69.34205519	11.856186	0.0	0	1	0	0	0	0	0	276	1069	1077	1915	1924	78	87	1073.0	1919.5	82.5
7306	1.0	0.0	0.0	0.0	0.0	0.0	0.0	185451.21639	30.8671132	123.2182298	73.7008296	25.041967	1679.3143	1	0	0	0	0	0	0	4750	580	599	2241	2272	78	123	589.5	2256.5	100.5
7308	1.0	0.0	0.0	0.0	0.0	0.0	0.0	501069.66561	0.0	115.915373	58.876148	19.208822	33273.8548	1	0	0	0	0	0	0	12834	600	640	2387	2418	78	123	620.0	2402.5	100.5
7315	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10463.35284	36.88893262	54.62520094	45.19578927	23.20028	0.0	1	0	0	0	0	0	0	268	854	860	832	838	79	96	857.0	835.0	87.5
7346	0.0	0.0	0.0	1.0	0.0	0.0	0.0	13079.19105	4.67889611	25.12851707	14.97480679	17.403904	4100.6511	0	0	0	1	0	0	0	335	395	404	1662	1675	79	89	399.5	1668.5	84.0
7354	0.0	0.0	0.0	1.0	0.0	0.0	0.0	60710.871906	63.89054	105.5653861	85.07120382	7.317998	78.1076	0	0	0	1	0	0	0	1555	1169	1179	1729	1740	79	109	1174.0	1734.5	94.0
7392	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10463.35284	77.64389897	105.7961701	91.74423661	38.25554	0.0	0	0	0	1	0	0	0	268	627	634	2256	2263	79	90	630.5	2259.5	84.5
7400	0.0	0.0	0.0	1.0	0.0	0.0	0.0	157496.88572999998	21.5594266	89.32670348	59.55694904	19.880278	1835.5295	0	0	0	1	0	0	0	4034	889	916	667	696	80	113	902.5	681.5	96.5
7427	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406157.68521	28.57848459	94.99576114	70.38904712	24.267761	351.4844	0	1	0	0	0	0	0	10403	1249	1279	1361	1389	80	119	1264.0	1375.0	99.5
7464	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9526.336173	119.2869403	145.5097297	132.6766496	10.068196	0.0	0	1	0	0	0	0	0	244	691	700	1959	1973	80	100	695.5	1966.0	90.0
7518	0.0	1.0	0.0	0.0	0.0	0.0	0.0	28071.457811999997	45.36630247	83.518205	67.12540019	11.628331	0.0	0	1	0	0	0	0	0	719	730	744	1711	1720	81	101	737.0	1715.5	91.0
7547	1.0	0.0	0.0	0.0	0.0	0.0	0.0	44976.800276999995	62.83052259	121.0907361	93.51574797	7.318	0.0	1	0	0	0	0	0	0	1152	653	671	2080	2104	81	93	662.0	2092.0	87.0
7549	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11986.004934	84.42361582	108.0097272	96.25352743	16.891853	0.0	1	0	0	0	0	0	0	307	824	832	2102	2110	81	92	828.0	2106.0	86.5
7587	1.0	0.0	0.0	0.0	0.0	0.0	0.0	33771.64257	19.20254005	54.475746	36.66358318	150.28065	742.0226	1	0	0	0	0	0	0	865	558	571	1404	1416	82	100	564.5	1410.0	91.0
7613	1.0	0.0	0.0	0.0	0.0	0.0	0.0	74258.571294	59.95876271	111.582946	87.82199131	30.158165	0.0	1	0	0	0	0	0	0	1902	965	976	1779	1794	82	107	970.5	1786.5	94.5
7648	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12727.809801	13.19307267	40.19100159	26.91539233	13.746799	0.0	1	0	0	0	0	0	0	326	1150	1157	1158	1165	83	98	1153.5	1161.5	90.5
7700	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16866.300105000002	152.8098697	187.4692439	171.0297469	7.7043314	0.0	0	0	0	1	0	0	0	432	1165	1177	2115	2125	83	96	1171.0	2120.0	89.5
7750	1.0	0.0	0.0	0.0	0.0	0.0	0.0	28930.389759	13.19307267	64.152	43.62586673	19.290663	0.0	1	0	0	0	0	0	0	741	1413	1427	1564	1576	84	103	1420.0	1570.0	93.5
7781	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12025.047294	23.4296719	55.86797232	42.27829267	13.8049965	0.0	0	1	0	0	0	0	0	308	1065	1072	1892	1900	84	101	1068.5	1896.0	92.5
7797	0.0	1.0	0.0	0.0	0.0	0.0	0.0	123373.86192	0.0	40.33445603	17.23565357	41.615883	40928.4035	0	1	0	0	0	0	0	3160	789	809	2163	2186	84	103	799.0	2174.5	93.5
7812	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48841.994051999995	70.23900698	118.2886575	91.66439289	8.635918	468.6458	0	0	0	1	0	0	0	1251	953	968	790	803	85	112	960.5	796.5	98.5
7813	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11712.708405000001	23.14218037	53.88486338	41.16573375	14.549132	0.0	1	0	0	0	0	0	0	300	748	756	854	861	85	97	752.0	857.5	91.0
7871	1.0	0.0	0.0	0.0	0.0	0.0	0.0	103852.68119999999	38.64472306	107.8631561	83.24967209	10.582926	0.0	1	0	0	0	0	0	0	2660	687	706	2039	2067	85	115	696.5	2053.0	100.0
7939	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1072962.1746	5.939788011	148.8699624	73.73251884	18.741653	63970.1574	1	0	0	0	0	0	0	27482	1432	1472	1692	1763	86	171	1452.0	1727.5	128.5
